alert,cdi,code,detail,dmin,felt,gap,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
,,39085671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085671&format=geojson,0.02619,,71.0,",ci39085671,",0.79,ml,,ci,16.0,"20km W of Searles Valley, CA",0.12,10,",ci,",reviewed,1582830291350,"M 0.8 - 20km W of Searles Valley, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582839582417,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085671
,,2020ebpk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2020ebpk&format=geojson,0.03599293696,,81.0,",ok2020ebpk,",1.69,ml,,ok,63.0,"23km SSE of Helena, Oklahoma",0.31,44,",ok,",reviewed,1582830208160,"M 1.7 - 23km SSE of Helena, Oklahoma",0,earthquake,",geoserve,origin,phase-data,",-360,1582831170209,https://earthquake.usgs.gov/earthquakes/eventpage/ok2020ebpk
,,0202o8hvpg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o8hvpg&format=geojson,,,,",ak0202o8hvpg,",1.7,ml,,ak,,"168km ENE of McGrath, Alaska",0.7,44,",ak,",reviewed,1582830158055,"M 1.7 - 168km ENE of McGrath, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583516611044,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o8hvpg
,,80383294,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80383294&format=geojson,0.052,,170.0,",mb80383294,",0.83,ml,,mb,7.0,"7km W of Virginia City, Montana",0.33,11,",mb,",reviewed,1582830141090,"M 0.8 Quarry Blast - 7km W of Virginia City, Montana",0,quarry blast,",geoserve,origin,phase-data,",-420,1582910013510,https://earthquake.usgs.gov/earthquakes/eventpage/mb80383294
,2.2,39085663,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085663&format=geojson,0.05755,3.0,19.0,",ci39085663,us600085fq,",2.52,ml,,ci,104.0,"16km SE of Anza, CA",0.19,98,",ci,us,",reviewed,1582830038080,"M 2.5 - 16km SE of Anza, CA",0,earthquake,",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583430453040,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085663
,,39085655,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085655&format=geojson,0.1114,,148.0,",ci39085655,",0.94,ml,,ci,15.0,"14km ENE of Ridgecrest, CA",0.17,14,",ci,",automatic,1582829981610,"M 0.9 - 14km ENE of Ridgecrest, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582830210595,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085655
,,39085647,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085647&format=geojson,0.05495,,77.0,",ci39085647,",1.17,ml,,ci,32.0,"8km NNW of Borrego Springs, CA",0.17,21,",ci,",reviewed,1582829831680,"M 1.2 - 8km NNW of Borrego Springs, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582839690520,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085647
,,0202o87sg6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o87sg6&format=geojson,,,,",ak0202o87sg6,",1.7,ml,,ak,,"18km SW of Atka, Alaska",0.13,44,",ak,",reviewed,1582829732860,"M 1.7 - 18km SW of Atka, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1583516641872,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o87sg6
,,39085639,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085639&format=geojson,0.07626,,111.0,",ci39085639,",0.47,ml,,ci,11.0,"13km SSW of Searles Valley, CA",0.13,3,",ci,",reviewed,1582829543050,"M 0.5 - 13km SSW of Searles Valley, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582839242258,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085639
,,61578237,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61578237&format=geojson,,,137.0,",uw61578237,",0.15,md,,uw,5.0,"5km WSW of Langford, Canada",0.32,0,",uw,",reviewed,1582829529260,"M 0.2 Explosion - 5km WSW of Langford, Canada",0,explosion,",geoserve,origin,phase-data,",-480,1582834570020,https://earthquake.usgs.gov/earthquakes/eventpage/uw61578237
,,0202o86wom,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o86wom&format=geojson,,,,",ak0202o86wom,",1.3,ml,,ak,,"61km ENE of Whittier, Alaska",0.37,26,",ak,",reviewed,1582829481180,"M 1.3 - 61km ENE of Whittier, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583516641217,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o86wom
,,0202o86rl8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o86rl8&format=geojson,,,,",av70873379,ak0202o86rl8,",0.7,ml,,ak,,"103km NW of Larsen Bay, Alaska",0.25,8,",av,ak,",reviewed,1582829454918,"M 0.7 - 103km NW of Larsen Bay, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583516610389,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o86rl8
,,39085623,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085623&format=geojson,0.02646,,29.0,",ci39085623,",1.11,ml,,ci,42.0,"9km NE of Aguanga, CA",0.17,19,",ci,",reviewed,1582829384100,"M 1.1 - 9km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582831010824,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085623
,,39085615,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085615&format=geojson,0.07575,,86.0,",ci39085615,",0.41,ml,,ci,9.0,"23km ESE of Little Lake, CA",0.06,3,",ci,",reviewed,1582829274500,"M 0.4 - 23km ESE of Little Lake, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582839612827,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085615
,,62140731,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av62140731&format=geojson,0.06842,,312.0,",av62140731,",1.81,ml,,av,4.0,"13km SW of Semisopochnoi Island, Alaska",0.17,50,",av,",reviewed,1582828993560,"M 1.8 - 13km SW of Semisopochnoi Island, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1583025332620,https://earthquake.usgs.gov/earthquakes/eventpage/av62140731
,,0202o84qi1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o84qi1&format=geojson,,,,",ak0202o84qi1,",1.7,ml,,ak,,"67km SSW of Kobuk, Alaska",0.45,44,",ak,",reviewed,1582828867228,"M 1.7 - 67km SSW of Kobuk, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583516609668,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o84qi1
,,73347010,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73347010&format=geojson,0.01208,,129.0,",nc73347010,",0.48,md,,nc,0.0,"13km W of Toms Place, CA",0.03,4,",nc,",reviewed,1582828481750,"M 0.5 - 13km W of Toms Place, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582843504757,https://earthquake.usgs.gov/earthquakes/eventpage/nc73347010
,,60361552,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60361552&format=geojson,0.03183,,80.0,",uu60361552,",0.72,md,,uu,12.0,"15km E of West Yellowstone, Montana",0.13,8,",uu,",reviewed,1582828269370,"M 0.7 - 15km E of West Yellowstone, Montana",0,earthquake,",geoserve,origin,phase-data,",-420,1582847475320,https://earthquake.usgs.gov/earthquakes/eventpage/uu60361552
,,39085583,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085583&format=geojson,0.04828,,61.0,",ci39085583,",1.21,ml,,ci,24.0,"10km NNW of Big Bear City, CA",0.2,23,",ci,",reviewed,1582827918040,"M 1.2 Quarry Blast - 10km NNW of Big Bear City, CA",0,quarry blast,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582839599950,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085583
,,00717924,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00717924&format=geojson,0.227,,153.44,",nn00717924,",1.0,ml,,nn,13.0,"60km SSW of Goldfield, Nevada",0.1453,15,",nn,",reviewed,1582827430580,"M 1.0 - 60km SSW of Goldfield, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480,1582855782861,https://earthquake.usgs.gov/earthquakes/eventpage/nn00717924
,,39085567,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085567&format=geojson,0.1084,,83.0,",ci39085567,",0.13,ml,,ci,10.0,"28km E of Coso Junction, CA",0.1,0,",ci,",reviewed,1582827405220,"M 0.1 - 28km E of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582843720755,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085567
,,0202o7yrrw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o7yrrw&format=geojson,,,,",ak0202o7yrrw,",2.1,ml,,ak,,"105km NNE of Lavrentiya, Russia",0.28,68,",ak,",reviewed,1582827205084,"M 2.1 - 105km NNE of Lavrentiya, Russia",0,earthquake,",geoserve,origin,phase-data,",720,1583516640566,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o7yrrw
,,71403287,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71403287&format=geojson,0.03733,,121.0,",hv71403287,",1.91,md,,hv,34.0,"1km SE of Pahala, Hawaii",0.12,56,",hv,",automatic,1582827072140,"M 1.9 - 1km SE of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1582827269850,https://earthquake.usgs.gov/earthquakes/eventpage/hv71403287
,,73347000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73347000&format=geojson,0.0407,,297.0,",nc73347000,",0.72,md,,nc,14.0,"24km ENE of San Ardo, CA",0.05,8,",nc,",reviewed,1582826853300,"M 0.7 - 24km ENE of San Ardo, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582848543759,https://earthquake.usgs.gov/earthquakes/eventpage/nc73347000
,,73347005,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73347005&format=geojson,0.03196,,102.0,",nc73347005,",1.15,md,,nc,17.0,"19km NW of Cloverdale, CA",0.08,20,",nc,",reviewed,1582826764410,"M 1.2 - 19km NW of Cloverdale, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582848243729,https://earthquake.usgs.gov/earthquakes/eventpage/nc73347005
,,0202o7wlgf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o7wlgf&format=geojson,,,,",ak0202o7wlgf,",1.1,ml,,ak,,"17km WNW of Healy, Alaska",0.41,19,",ak,",reviewed,1582826590079,"M 1.1 - 17km WNW of Healy, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583516639881,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o7wlgf
,,39085543,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085543&format=geojson,0.02476,,152.0,",ci39085543,",0.89,ml,,ci,11.0,"10km ENE of Coso Junction, CA",0.12,12,",ci,",automatic,1582826376810,"M 0.9 - 10km ENE of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582826587820,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085543
,,0202o7n6pn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o7n6pn&format=geojson,,,,",ak0202o7n6pn,",1.8,ml,,ak,,"125km SSW of Atka, Alaska",0.14,50,",ak,",reviewed,1582826359959,"M 1.8 - 125km SSW of Atka, Alaska",0,earthquake,",geoserve,origin,phase-data,",-720,1583516639236,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o7n6pn
,,0202o7n1sy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o7n1sy&format=geojson,,,,",ak0202o7n1sy,",2.0,ml,,ak,,"117km SSW of Atka, Alaska",0.35,62,",ak,",reviewed,1582826336344,"M 2.0 - 117km SSW of Atka, Alaska",0,earthquake,",geoserve,origin,phase-data,",-720,1583516638587,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o7n1sy
,,0202o7locp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o7locp&format=geojson,,,,",ak0202o7locp,",2.4,ml,,ak,,"123km SSW of Atka, Alaska",0.29,89,",ak,",reviewed,1582825933856,"M 2.4 - 123km SSW of Atka, Alaska",0,earthquake,",geoserve,origin,phase-data,",-720,1583516608983,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o7locp
,,61578222,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61578222&format=geojson,,,161.0,",uw61578222,",0.48,ml,,uw,9.0,"15km W of Morton, Washington",0.16,4,",uw,",reviewed,1582825817720,"M 0.5 - 15km W of Morton, Washington",0,earthquake,",geoserve,origin,phase-data,",-480,1582834267680,https://earthquake.usgs.gov/earthquakes/eventpage/uw61578222
,,0202o7koof,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o7koof&format=geojson,,,,",ak0202o7koof,",1.2,ml,,ak,,"31km N of Fritz Creek, Alaska",0.32,22,",ak,",reviewed,1582825673119,"M 1.2 - 31km N of Fritz Creek, Alaska",0,earthquake,",geoserve,origin,",-540,1583516637929,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o7koof
,,39085535,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085535&format=geojson,0.04387,,82.0,",ci39085535,",0.83,ml,,ci,11.0,"23km WNW of Searles Valley, CA",0.19,11,",ci,",automatic,1582825467900,"M 0.8 - 23km WNW of Searles Valley, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582825680761,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085535
,,00717950,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00717950&format=geojson,0.151,,145.3,",nn00717950,",1.6,ml,,nn,4.0,"48km SSE of Hawthorne, Nevada",0.1141,39,",nn,",reviewed,1582825150519,"M 1.6 - 48km SSE of Hawthorne, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480,1582855798950,https://earthquake.usgs.gov/earthquakes/eventpage/nn00717950
,,73346990,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73346990&format=geojson,0.00988,,112.0,",nc73346990,",0.85,md,,nc,12.0,"9km WNW of Cobb, CA",0.02,11,",nc,",automatic,1582824804090,"M 0.9 - 9km WNW of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582826463804,https://earthquake.usgs.gov/earthquakes/eventpage/nc73346990
,,2020058037,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020058037&format=geojson,0.0902,,182.0,",pr2020058037,",2.57,md,,pr,9.0,"2km S of Guayanilla, Puerto Rico",0.13,102,",pr,",reviewed,1582824414730,"M 2.6 - 2km S of Guayanilla, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1582825519902,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020058037
,,2020058036,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020058036&format=geojson,0.1254,,229.0,",pr2020058036,",2.26,md,,pr,7.0,"6km SE of La Parguera, Puerto Rico",0.07,79,",pr,",reviewed,1582824129750,"M 2.3 - 6km SE of La Parguera, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1582825313358,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020058036
,,2020058035,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020058035&format=geojson,0.1009,,243.0,",pr2020058035,",2.17,md,,pr,5.0,"11km SSE of Maria Antonia, Puerto Rico",0.06,72,",pr,",reviewed,1582823844890,"M 2.2 - 11km SSE of Maria Antonia, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1582825069622,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020058035
,,39085495,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085495&format=geojson,0.06933,,100.0,",ci39085495,",0.59,ml,,ci,9.0,"24km ESE of Little Lake, CA",0.1,5,",ci,",reviewed,1582823814840,"M 0.6 - 24km ESE of Little Lake, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582829762971,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085495
,,73346985,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73346985&format=geojson,0.01402,,142.0,",nc73346985,",1.21,md,,nc,24.0,"23km ENE of San Lucas, CA",0.07,23,",nc,",reviewed,1582823760380,"M 1.2 - 23km ENE of San Lucas, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582848482751,https://earthquake.usgs.gov/earthquakes/eventpage/nc73346985
,,0202o7dm1q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o7dm1q&format=geojson,,,,",ak0202o7dm1q,",1.1,ml,,ak,,"43km ESE of Tanaga Volcano, Alaska",0.36,19,",ak,",reviewed,1582823693105,"M 1.1 - 43km ESE of Tanaga Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1583516637265,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o7dm1q
,,39085479,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085479&format=geojson,0.04844,,130.0,",ci39085479,",1.63,ml,,ci,23.0,"18km S of Trona, CA",0.17,41,",ci,",automatic,1582823182990,"M 1.6 - 18km S of Trona, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582823422819,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085479
,,0202o7b7nb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o7b7nb&format=geojson,,,,",ak0202o7b7nb,",0.9,ml,,ak,,"66km SSW of Kobuk, Alaska",0.28,12,",ak,",reviewed,1582823013144,"M 0.9 - 66km SSW of Kobuk, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583516608244,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o7b7nb
,,71403202,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71403202&format=geojson,0.005185,,102.0,",hv71403202,",2.36,md,,hv,48.0,"5km SSE of Pahala, Hawaii",0.12,86,",hv,",automatic,1582823012850,"M 2.4 - 5km SSE of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1582823209790,https://earthquake.usgs.gov/earthquakes/eventpage/hv71403202
,,39085471,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085471&format=geojson,0.07859,,84.0,",ci39085471,",0.83,ml,,ci,16.0,"22km ESE of Little Lake, CA",0.12,11,",ci,",automatic,1582822731230,"M 0.8 - 22km ESE of Little Lake, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582822959459,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085471
,,0202o71kgu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o71kgu&format=geojson,,,,",ak0202o71kgu,",0.2,ml,,ak,,"42km ENE of Adak, Alaska",0.46,1,",ak,",reviewed,1582822723413,"M 0.2 - 42km ENE of Adak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1583516607571,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o71kgu
,,0202o6z0uu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o6z0uu&format=geojson,,,,",av62140711,ak0202o6z0uu,",1.6,ml,,ak,,"42km ENE of Adak, Alaska",0.51,39,",av,ak,",reviewed,1582822006257,"M 1.6 - 42km ENE of Adak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1583516606863,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o6z0uu
,,0202o6ypyw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o6ypyw&format=geojson,,,,",av62140706,ak0202o6ypyw,",1.8,ml,,ak,,"42km ENE of Adak, Alaska",0.44,50,",av,ak,",reviewed,1582821906591,"M 1.8 - 42km ENE of Adak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1583516606167,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o6ypyw
,,39085455,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085455&format=geojson,0.05316,,130.0,",ci39085455,",0.9,ml,,ci,15.0,"9km E of Coso Junction, CA",0.12,12,",ci,",reviewed,1582821764810,"M 0.9 - 9km E of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582843076687,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085455
,,39085447,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085447&format=geojson,0.05422,,127.0,",ci39085447,",0.88,ml,,ci,17.0,"9km E of Coso Junction, CA",0.1,12,",ci,",reviewed,1582821574100,"M 0.9 - 9km E of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582843312712,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085447
,,39085431,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085431&format=geojson,0.05405,,128.0,",ci39085431,",1.37,ml,,ci,17.0,"9km E of Coso Junction, CA",0.1,29,",ci,",automatic,1582821382930,"M 1.4 - 9km E of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582821599344,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085431
,,39085439,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39085439&format=geojson,0.08321,,89.0,",ci39085439,",0.2,ml,,ci,9.0,"16km ESE of Little Lake, CA",0.05,1,",ci,",reviewed,1582821315120,"M 0.2 - 16km ESE of Little Lake, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582908197495,https://earthquake.usgs.gov/earthquakes/eventpage/ci39085439
,,37435365,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37435365&format=geojson,0.07321,,232.0,",ci37435365,",-0.7,ml,,ci,3.0,"23km ESE of Little Lake, CA",0.02,0,",ci,",reviewed,1582821299850,"M -0.7 - 23km ESE of Little Lake, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582908361603,https://earthquake.usgs.gov/earthquakes/eventpage/ci37435365
,,0202o6wh7c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202o6wh7c&format=geojson,,,,",ak0202o6wh7c,",1.2,ml,,ak,,"28km NNE of Fritz Creek, Alaska",0.47,22,",ak,",reviewed,1582821298800,"M 1.2 - 28km NNE of Fritz Creek, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583516636610,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202o6wh7c
